Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Latency
37,4,37,0,0,0.151995373
14,6,14,0,0,0.172319317
34,25,5,24,34,0.12678771
15,5,15,0,0,0.121365833
25,49,13,25,0,0.119355488
3,23,3,0,0,0.119035292
31,25,19,28,31,0.126764011
31,33,16,49,31,0.119275284
44,44,0,0,0,0.117210293
40,40,0,0,0,0.119081068
25,11,14,1,25,0.12137022
15,20,25,45,15,0.114014339
8,24,29,8,0,0.12485261
36,6,36,0,0,0.116710186
27,31,17,15,27,0.117610407
34,12,35,25,34,0.121046114
10,33,10,0,0,0.123014784
13,25,13,0,0,0.161885834
40,6,40,0,0,0.177365255
31,44,12,31,0,0.164600849
13,12,21,28,13,0.148391104
31,31,0,0,0,0.175936604
3,3,0,0,0,0.180773497
33,42,33,0,0,0.176487112
26,42,41,26,0,0.125632191
28,1,32,28,0,0.129998159
49,39,49,0,0,0.122463703
4,46,43,3,4,0.126023674
1,1,0,0,0,0.130725813
31,44,45,31,0,0.126519632
30,30,0,0,0,0.116220331
38,19,38,39,38,0.118831587
1,39,23,1,0,0.229686356
44,44,0,0,0,0.140805387
19,33,19,0,0,0.135148382
39,39,0,0,0,0.13932395
10,44,10,0,0,0.136316442
33,3,24,33,0,0.160560751
30,5,38,33,30,0.185749054
31,23,31,0,0,0.185510635
2,32,35,45,2,0.202148485
6,40,6,0,0,0.176540041
16,41,32,16,0,0.17383256
3,41,3,0,0,0.13701725
13,13,0,0,0,0.128480482
38,49,23,38,0,0.126300907
2,21,28,20,2,0.119621325
39,10,36,6,39,0.118772507
37,46,37,0,0,0.115483952
18,18,0,0,0,0.119280958
46,16,46,0,0,0.122129726
33,16,2,33,0,0.127334881
37,12,23,37,0,0.121927881
29,12,3,29,0,0.121170187
39,47,24,13,39,0.118235302
40,37,4,40,0,0.124511242
8,19,8,0,0,0.121292353
21,25,21,0,0,0.121103811
34,17,34,0,0,0.128054667
22,22,0,0,0,0.150044918
14,22,12,46,14,0.171146774
18,38,18,0,0,0.165037394
4,47,4,0,0,0.16981802
49,49,0,0,0,0.158642626
9,27,31,27,9,0.19230504
15,15,0,0,0,0.156253242
46,7,46,0,0,0.114671373
2,6,45,37,2,0.120166636
5,5,0,0,0,0.121847153
36,36,0,0,0,0.117609644
16,14,28,19,16,0.117244339
28,11,2,36,28,0.120284605
9,9,0,0,0,0.116929483
43,31,32,43,0,0.120630646
29,29,0,0,0,0.118159819
36,10,36,0,0,0.11638689
20,8,20,0,0,0.120964336
20,20,0,0,0,0.118006706
43,19,12,43,0,0.119482946
33,33,0,0,0,0.11420579
37,37,0,0,0,0.11730628
39,6,23,36,39,0.143263721
15,15,0,0,0,0.161876631
43,25,43,0,0,0.179923534
29,29,0,0,0,0.164569664
1,47,25,22,1,0.172555208
28,10,28,0,0,0.151584673
22,11,42,22,0,0.155689383
2,2,0,0,0,0.139148045
7,7,0,0,0,0.124076033
10,10,0,0,0,0.116538048
26,45,26,0,0,0.111519766
7,17,23,7,0,0.119932985
24,23,24,0,0,0.119115448
26,27,25,17,26,0.116391039
31,30,19,44,31,0.124442768
40,40,0,0,0,0.116549969
23,30,23,0,0,0.115176249
35,29,15,45,35,0.11836338
45,46,45,0,0,0.117756081
30,30,7,30,0,0.116703081
43,3,22,43,0,0.119659948
5,5,0,0,0,0.112820578
32,29,35,32,0,0.117409849
35,40,26,36,35,0.158004951
2,38,6,44,2,0.264798546
18,23,7,18,0,0.184238005
23,23,0,0,0,0.183260298
18,32,40,44,18,0.212449265
28,28,0,0,0,0.157437229
40,40,0,0,0,0.133998013
40,40,0,0,0,0.135147572
47,24,9,47,0,0.141464186
4,37,22,19,4,0.138171148
38,38,0,0,0,0.128650951
14,8,35,23,14,0.124116993
3,40,3,0,0,0.128918457
40,32,42,40,0,0.125423527
9,9,0,0,0,0.129779243
24,24,0,0,0,0.118505716
23,23,0,0,0,0.124706841
21,35,21,0,0,0.124215508
32,32,0,0,0,0.125536108
2,2,0,0,0,0.121974039
32,3,29,32,0,0.163640642
9,28,3,9,0,0.17071352
20,25,12,33,20,0.17556448
30,2,31,15,30,0.137374878
35,24,5,39,35,0.178408623
31,43,9,38,31,0.154484224
33,29,34,33,0,0.179604435
39,7,23,14,39,0.133603191
35,30,7,35,0,0.124204493
17,17,0,0,0,0.123672056
31,31,0,0,0,0.118087196
49,22,16,31,49,0.117060328
3,43,30,3,0,0.114301729
42,38,30,42,0,0.12674427
3,21,11,3,0,0.118174887
23,33,23,0,0,0.120920849
27,16,27,0,0,0.113653803
19,35,29,19,0,0.11815362
23,22,23,0,0,0.115617132
49,49,0,0,0,0.116484451
1,1,0,0,0,0.123689747
19,20,23,31,19,0.119181061
14,5,15,14,0,0.146125507
35,10,31,39,35,0.163401222
45,25,45,0,0,0.158055639
6,6,0,0,0,0.16723094
33,18,7,33,0,0.180497313
4,4,0,0,0,0.143567514
19,19,3,27,19,0.14763341
19,19,0,0,0,0.15853548
12,46,32,12,0,0.12597208
31,1,24,10,31,0.120713329
48,6,48,0,0,0.118126678
6,28,6,0,0,0.11577611
25,12,25,0,0,0.115644455
26,36,46,26,0,0.11963129
47,35,28,25,47,0.122185993
33,13,15,26,33,0.122066212
45,30,46,8,45,0.125679684
44,44,44,0,0,0.119868469
24,7,24,0,0,0.116286707
10,40,15,10,0,0.117668676
4,36,4,0,0,0.117995405
15,12,21,9,15,0.116624498
17,17,0,0,0,0.117598057
7,38,41,7,0,0.162796736
12,12,0,0,0,0.155384398
41,41,0,0,0,0.167474365
11,43,11,0,0,0.16669054
29,29,0,0,0,0.17606349
14,14,0,0,0,0.163052988
23,23,0,0,0,0.161916876
29,17,29,0,0,0.150861931
5,35,5,0,0,0.116387177
10,10,0,0,0,0.216971159
27,27,0,0,0,0.133559656
4,30,32,4,0,0.13803072
13,48,18,13,0,0.135575485
32,17,32,0,0,0.131096077
16,11,12,27,16,0.139792061
36,36,45,2,36,0.141197586
1,30,35,1,0,0.142501402
33,9,33,0,0,0.14688921
39,15,34,39,0,0.138606882
29,41,12,29,0,0.134072113
31,13,2,44,31,0.139446688
24,32,24,0,0,0.176716089
8,39,8,0,0,0.182533264
17,27,17,0,0,0.16531229
22,36,22,0,0,0.184278727
11,11,0,0,0,0.164808893
33,29,33,0,0,0.177099419
22,18,35,22,0,0.140518999
41,4,41,0,0,0.118742704
33,20,33,0,0,0.122907972
33,33,0,0,0,0.12096262
21,6,21,0,0,0.115309381
20,34,20,0,0,0.113665962
38,38,0,0,0,0.118385315
5,6,3,5,0,0.128398514
8,45,8,0,0,0.113726664
10,42,10,44,10,0.119195223
26,21,12,26,0,0.121033096
35,27,35,0,0,0.122802591
20,16,4,32,20,0.126831532
23,17,23,0,0,0.121167183
11,16,34,11,0,0.123978853
31,31,0,0,0,0.131319189
29,23,22,29,0,0.178041458
36,21,36,0,0,0.173580599
9,28,19,9,0,0.193044472
38,38,38,0,0,0.171355915
30,49,16,30,0,0.152124071
29,24,29,0,0,0.15839076
11,5,6,28,11,0.143377447
18,5,18,0,0,0.124901485
12,24,12,0,0,0.119249201
7,7,0,0,0,0.119009733
41,48,34,41,0,0.126407814
7,44,7,0,0,0.119919062
27,27,0,0,0,0.128206015
9,9,0,0,0,0.121833229
23,34,23,0,0,0.118415499
12,49,38,12,0,0.12247138
28,24,28,0,0,0.119639635
10,29,10,0,0,0.124111319
16,25,25,41,16,0.127275133
23,38,23,0,0,0.121254635
27,25,31,21,27,0.118836975
21,16,29,27,21,0.142185688
10,46,26,10,0,0.173669481
26,2,23,38,26,0.1944561
7,7,0,0,0,0.176890659
16,10,37,43,16,0.162625217
8,20,35,11,8,0.167658997
34,37,33,34,0,0.166473436
20,48,14,20,0,0.13387661
1,41,46,1,0,0.125871897
41,6,15,41,0,0.12271595
43,28,16,41,43,0.123110771
16,6,16,0,0,0.123921728
36,36,0,0,0,0.116608524
23,23,0,0,0,0.118129063
25,39,25,0,0,0.117209005
48,48,0,0,0,0.121493006
41,41,0,0,0,0.114852285
22,22,0,0,0,0.122531033
2,47,2,2,0,0.121107435
8,12,36,13,8,0.119669104
44,27,44,44,0,0.143618679
4,22,20,44,4,0.154100943
3,40,39,31,3,0.170925093
2,2,0,0,0,0.178287077
13,33,7,13,0,0.181792259
9,33,23,9,0,0.190308952
12,6,36,25,12,0.191212368
36,34,36,0,0,0.181072664
21,23,5,27,21,0.127913713
11,25,11,0,0,0.125432253
22,22,0,0,0,0.125961971
25,44,33,3,25,0.129387951
9,33,9,0,0,0.128273296
33,33,0,0,0,0.123325539
13,13,0,0,0,0.12676239
19,44,45,46,19,0.125612211
42,48,27,42,0,0.127709579
1,1,0,0,0,0.123237371
15,19,15,0,0,0.120755863
30,6,30,0,0,0.120714569
4,49,4,0,0,0.115325308
45,32,45,0,0,0.120122194
15,40,6,14,15,0.147724724
44,25,6,48,44,0.175891066
34,12,34,0,0,0.171614313
10,21,3,37,10,0.157703257
43,26,37,31,43,0.167130089
36,13,36,0,0,0.185171413
41,35,21,41,0,0.181624699
4,4,0,0,0,0.123537254
29,17,29,0,0,0.122976685
1,12,1,0,0,0.128842211
25,39,25,0,0,0.123737955
32,38,41,32,0,0.11913209
22,38,45,22,0,0.118259764
16,16,0,0,0,0.121579504
26,11,5,18,26,0.119032764
34,49,23,33,34,0.120677423
12,33,36,12,0,0.12054286
46,46,0,0,0,0.127795744
43,8,43,0,0,0.116281843
40,2,46,23,40,0.114482784
22,22,35,22,0,0.121223402
37,37,0,0,0,0.116042995
14,14,0,0,0,0.158342171
15,8,46,15,0,0.164261484
44,38,44,0,0,0.164331007
3,3,0,0,0,0.164660645
5,14,7,23,5,0.150860357
36,8,38,36,0,0.182236147
32,33,31,2,32,0.179155588
45,15,13,28,45,0.129321432
10,31,30,10,0,0.128132057
37,13,20,37,0,0.121012306
25,18,43,41,25,0.118186808
26,26,0,0,0,0.118094826
26,7,26,0,0,0.120788002
11,11,0,0,0,0.116950607
41,34,7,41,0,0.124857283
38,48,46,26,38,0.122476625
17,40,22,17,0,0.126958179
13,6,13,0,0,0.123379278
11,13,11,0,0,0.115475702
12,19,31,36,12,0.118008471
29,39,18,32,29,0.118420267
15,44,15,0,0,0.117911148
7,18,25,5,7,0.149450207
41,41,0,0,0,0.162615299
2,30,7,39,2,0.195912695
7,16,14,7,0,0.149246359
42,19,15,48,42,0.174373007
35,8,29,35,0,0.19739852
8,17,8,0,0,0.142680407
27,21,15,20,27,0.142453432
25,28,22,25,0,0.1377069
13,26,44,13,0,0.142365694
36,36,0,0,0,0.135060835
6,3,6,0,0,0.136222982
7,4,38,16,7,0.143101883
12,36,12,0,0,0.12826128
39,39,0,0,0,0.135500526
46,8,44,44,46,0.128588438
5,5,0,0,0,0.126283598
30,34,16,30,0,0.125110912
32,17,23,36,32,0.130160046
6,6,0,0,0,0.125892782
2,32,2,0,0,0.184337139
18,2,18,0,0,0.206054449
33,20,11,33,0,0.17672472
36,44,36,0,0,0.159257317
49,32,13,49,0,0.16269083
37,14,29,37,0,0.140987301
42,15,7,42,0,0.157119608
49,42,49,0,0,0.118612528
39,16,39,0,0,0.126623726
10,11,10,0,0,0.119477749
31,47,8,31,0,0.114035654
3,3,0,0,0,0.117104435
33,33,16,33,0,0.123193121
42,42,21,31,42,0.11739583
35,35,0,0,0,0.115743971
23,1,16,23,0,0.118998003
16,18,16,0,0,0.115424252
38,38,0,0,0,0.116182566
33,12,9,24,33,0.120387077
47,47,0,0,0,0.121574068
19,19,0,0,0,0.120029163
35,42,21,7,35,0.117490053
32,32,0,0,0,0.154676962
12,33,20,3,12,0.151804447
15,39,27,15,0,0.16891489
31,31,0,0,0,0.133225203
21,45,21,0,0,0.194283628
20,33,17,14,20,0.170940018
16,43,16,0,0,0.182875967
14,17,14,0,0,0.143997192
6,19,26,39,6,0.120974684
21,43,21,0,0,0.122835732
39,16,16,39,0,0.123310471
32,1,11,32,0,0.118473387
29,8,12,44,29,0.117827702
18,18,0,0,0,0.116278315
16,2,35,37,16,0.119903803
33,33,0,0,0,0.116828871
38,38,0,0,0,0.118718386
26,39,41,43,26,0.120491695
34,23,28,7,34,0.121819925
24,37,40,24,0,0.117844343
35,35,0,0,0,0.113620615
18,28,18,0,0,0.121189404
37,45,16,25,37,0.146932983
15,15,0,0,0,0.136201429
46,46,12,37,46,0.143220186
24,47,35,24,0,0.182211971
48,48,0,0,0,0.159296894
42,42,0,0,0,0.162878609
4,35,45,4,0,0.180875826
40,19,40,0,0,0.181619072
35,14,35,0,0,0.122426844
10,4,37,10,0,0.11849761
43,43,0,0,0,0.121137571
30,4,40,30,0,0.124672985
24,8,24,0,0,0.118211031
46,6,5,16,46,0.123600721
14,14,0,0,0,0.11915431
5,26,16,7,5,0.233691311
45,11,26,40,45,0.146471119
20,14,19,6,20,0.143812037
27,27,2,14,27,0.149774122
4,29,41,10,4,0.144903564
24,7,1,24,0,0.143392372
15,18,46,15,0,0.194248486
43,47,43,0,0,0.172254086
43,12,14,43,0,0.183350325
20,20,0,0,0,0.170996141
6,45,38,27,6,0.182088614
7,6,21,7,0,0.179607344
45,44,45,0,0,0.137290621
5,33,6,10,5,0.131314182
25,19,25,0,0,0.130606651
11,35,42,11,0,0.123151159
47,41,47,0,0,0.125170994
6,48,6,0,0,0.123386288
10,30,10,0,0,0.125430202
38,43,15,38,38,0.121914434
34,34,0,0,0,0.12149024
37,26,37,0,0,0.124709082
27,46,27,0,0,0.123137808
17,18,2,38,17,0.123851538
1,13,1,0,0,0.132387018
42,41,42,0,0,0.120603466
34,42,44,18,34,0.122093534
34,34,0,0,0,0.152969265
27,14,27,28,27,0.169421864
48,1,47,44,48,0.17212882
23,36,23,0,0,0.179173565
13,2,37,13,0,0.166409349
2,2,0,0,0,0.151769829
17,40,21,40,17,0.183012342
44,41,44,0,0,0.136422443
6,44,1,17,6,0.123284531
42,6,27,42,0,0.11649394
47,47,0,0,0,0.125237751
18,30,18,0,0,0.125836134
27,27,0,0,0,0.119097328
39,49,39,0,0,0.124626255
49,3,49,0,0,0.118564177
42,42,0,0,0,0.118797302
49,49,0,0,0,0.12057271
36,39,26,36,0,0.117078447
41,1,21,41,0,0.121348476
49,46,49,0,0,0.121077824
46,19,39,6,46,0.12011261
20,48,35,20,0,0.121725607
32,28,48,32,0,0.14365387
19,2,19,0,0,0.164622402
26,46,33,42,26,0.162523317
29,11,29,0,0,0.18024888
19,19,0,0,0,0.18503356
20,37,9,20,0,0.179807758
14,9,12,14,0,0.169646931
26,30,26,0,0,0.125319576
2,1,31,2,0,0.119536686
4,43,40,43,4,0.123898077
23,23,0,0,0,0.115794992
36,13,11,30,36,0.119797421
35,18,39,23,35,0.120931768
36,41,33,19,36,0.120037031
46,46,0,0,0,0.126216125
33,8,41,35,33,0.122810602
49,34,49,0,0,0.124960327
10,22,10,0,0,0.126459455
41,41,0,0,0,0.118518353
39,37,16,39,0,0.119123602
32,36,10,19,32,0.12915988
28,28,0,0,0,0.119911814
48,12,48,21,48,0.154053688
6,34,17,17,6,0.297266912
42,7,37,42,0,0.190034533
31,31,35,34,31,0.204016733
35,35,0,0,0,0.183288193
25,25,0,0,0,0.150187826
1,1,0,0,0,0.149181318
14,23,19,14,0,0.134031725
29,44,29,0,0,0.14425416
17,2,17,0,0,0.142817926
34,34,0,0,0,0.132323265
3,4,41,36,3,0.134884977
29,15,47,29,0,0.132899237
10,10,0,0,0,0.133372879
13,13,46,13,0,0.135069704
37,32,37,0,0,0.129605865
22,24,35,28,22,0.124206352
39,24,49,39,0,0.12494483
49,19,29,27,49,0.12064786
31,33,9,31,0,0.158385706
31,31,0,0,0,0.164306879
46,46,0,0,0,0.178280544
37,37,0,0,0,0.179975224
20,8,7,20,0,0.17944293
40,27,3,45,40,0.161804962
9,10,9,0,0,0.166418314
9,33,9,0,0,0.117938519
25,31,25,0,0,0.119368887
1,23,9,22,1,0.121988535
32,27,26,32,0,0.117502975
24,32,24,0,0,0.128405285
8,4,30,38,8,0.117360544
13,37,22,13,0,0.120203829
31,46,9,31,0,0.123382568
16,30,16,0,0,0.115189123
41,43,41,0,0,0.124913597
41,5,41,0,0,0.115889883
38,3,38,0,0,0.123155022
42,20,24,41,42,0.124122858
18,18,0,0,0,0.117039728
42,39,38,42,0,0.120044851
30,30,0,0,0,0.156449461
10,10,0,0,0,0.177061653
46,35,46,0,0,0.163165808
17,9,37,17,0,0.156761694
35,46,35,0,0,0.176807499
46,7,46,0,0,0.164365482
27,33,47,26,27,0.172457027
46,43,42,22,46,0.137939644
41,36,29,41,0,0.115117121
47,22,39,1,47,0.120597649
11,47,16,11,0,0.115362501
39,19,7,27,39,0.116079521
12,12,0,0,0,0.123654175
15,31,15,0,0,0.11731329
44,48,22,16,44,0.122926188
42,22,29,42,0,0.12027998
10,17,27,10,0,0.122671795
43,19,29,47,43,0.12247982
20,47,49,20,0,0.122663403
20,20,0,0,0,0.111358309
42,2,42,0,0,0.116590357
3,3,0,0,0,0.122077036
22,45,22,0,0,0.128390741
9,5,37,9,0,0.168118668
42,42,0,0,0,0.16416049
17,20,17,0,0,0.155897427
30,30,0,0,0,0.171830654
43,43,0,0,0,0.153098917
22,48,22,0,0,0.169113016
18,29,32,18,0,0.19214282
22,22,0,0,0,0.122466707
33,8,25,33,0,0.117802668
30,27,47,33,30,0.12890811
34,34,0,0,0,0.121686459
13,18,13,0,0,0.123830414
27,27,0,0,0,0.238250399
14,18,25,14,0,0.1457335
49,46,49,0,0,0.143913889
6,21,33,46,6,0.14347868
36,36,36,0,0,0.140358877
21,5,21,0,0,0.142857361
23,4,25,23,0,0.14378314
34,44,38,34,0,0.142894268
29,37,29,0,0,0.164163065
45,45,0,0,0,0.190353727
13,27,13,0,0,0.160321426
27,13,27,0,0,0.193223095
42,39,27,42,0,0.175479984
23,4,34,23,0,0.174755049
25,10,17,25,0,0.15693841
21,16,21,0,0,0.125167322
26,35,8,10,26,0.122194099
38,38,0,0,0,0.12902565
40,42,40,0,0,0.122452974
22,22,0,0,0,0.116526985
22,22,0,0,0,0.124112177
7,7,0,0,0,0.118273973
9,9,0,0,0,0.120472527
42,42,0,0,0,0.121656084
19,44,19,0,0,0.125397348
38,38,0,0,0,0.12240386
24,24,0,0,0,0.1083673
28,3,6,28,0,0.119578791
8,20,8,0,0,0.115322638
15,15,0,0,0,0.120855141
17,47,21,17,0,0.159170771
20,26,20,0,0,0.150031233
3,46,24,32,3,0.179926109
6,32,33,8,6,0.17718811
7,23,12,7,0,0.174209404
6,26,22,13,6,0.166248178
3,4,3,0,0,0.151106119
23,23,0,0,0,0.118860054
40,31,40,0,0,0.11598568
5,5,0,0,0,0.120550442
24,29,24,0,0,0.115958357
22,43,48,18,22,0.121384239
23,45,6,23,0,0.117778969
14,14,0,0,0,0.119772577
6,29,6,0,0,0.121726131
34,34,0,0,0,0.123391914
40,34,21,40,0,0.115886641
24,9,6,10,24,0.120250845
46,24,48,27,46,0.116211319
47,47,0,0,0,0.116295815
24,37,7,24,0,0.11731472
28,45,28,0,0,0.112340975
3,7,40,3,0,0.142602777
47,47,0,0,0,0.147158575
22,21,12,28,22,0.141070127
21,42,21,0,0,0.176475811
4,4,0,0,0,0.157927179
18,14,18,0,0,0.176041031
9,29,20,9,0,0.181030846
49,49,0,0,0,0.165622807
12,49,12,0,0,0.122999954
19,25,19,0,0,0.119277668
7,35,18,38,7,0.120707989
46,36,44,46,0,0.120529413
7,7,0,0,0,0.121714592
5,5,0,0,0,0.11704421
33,32,25,12,33,0.117984104
42,42,0,0,0,0.117463303
46,41,46,0,0,0.120580339
4,17,14,4,0,0.122079945
21,23,12,40,21,0.117781544
20,29,20,0,0,0.111174488
24,1,28,24,0,0.120024347
45,45,0,0,0,0.12128129
13,25,47,13,0,0.116305733
40,43,40,0,0,0.134741497
3,24,11,39,3,0.282508755
46,15,7,46,0,0.179175472
26,26,0,0,0,0.190199375
19,19,0,0,0,0.189758921
47,47,0,0,0,0.179405212
36,22,36,0,0,0.160953522
34,46,6,22,34,0.146291447
14,14,14,0,0,0.142509794
31,10,31,0,0,0.142918682
10,49,20,10,0,0.135021591
35,25,35,0,0,0.131226254
24,24,0,0,0,0.129734564
9,9,0,0,0,0.12724328
26,26,0,0,0,0.123392534
9,20,9,0,0,0.129360628
37,28,20,37,0,0.12480464
14,18,35,14,0,0.123598099
33,12,19,7,33,0.125115299
22,22,0,0,0,0.119436407
22,16,21,22,0,0.138752413
33,25,28,33,0,0.181429052
29,46,40,29,0,0.178810692
8,30,5,8,0,0.182851601
42,42,0,0,0,0.16346941
2,43,38,2,0,0.177342987
11,44,48,21,11,0.181194687
21,6,6,21,0,0.116849041
38,13,38,0,0,0.117509842
13,13,0,0,0,0.122490406
14,43,2,14,0,0.120158672
19,34,27,19,0,0.117091608
26,26,0,0,0,0.114590263
23,39,7,23,0,0.116015148
14,36,14,0,0,0.115027237
41,41,0,0,0,0.118485498
28,28,0,0,0,0.117549324
22,22,0,0,0,0.115560627
3,3,0,0,0,0.11482687
36,11,12,36,0,0.120323753
39,31,15,28,39,0.122514248
11,37,7,34,11,0.129911947
37,42,35,37,0,0.141008282
35,49,8,34,35,0.150614071
42,28,21,40,42,0.174035931
49,49,0,0,0,0.173270702
49,49,0,0,0,0.165110207
2,49,30,4,2,0.17303462
44,44,0,0,0,0.139014769
26,26,0,0,0,0.173539782
33,31,23,33,0,0.135609531
30,30,0,0,0,0.12037487
29,37,20,48,29,0.119014311
34,35,21,34,0,0.115192556
46,35,32,46,0,0.120997429
4,18,10,4,0,0.118340206
3,12,3,0,0,0.118254328
39,14,49,27,39,0.124574041
13,47,26,8,13,0.120229769
32,42,32,0,0,0.120600462
20,10,49,20,0,0.113710403
7,22,45,24,7,0.118950462
37,47,22,37,0,0.117609119
32,43,22,49,32,0.116493273
23,27,27,23,0,0.121746922
12,30,47,12,0,0.138418102
41,23,38,37,41,0.16749115
10,31,10,0,0,0.175825596
18,13,18,18,0,0.165462208
21,21,0,0,0,0.153448868
38,40,29,38,0,0.176233673
13,42,41,13,0,0.150426722
28,20,28,0,0,0.148237753
27,10,27,0,0,0.129007816
34,41,24,18,34,0.124817991
39,7,18,33,39,0.23448391
26,38,20,26,0,0.146147537
17,27,17,0,0,0.142179394
40,25,40,0,0,0.143606091
43,2,43,0,0,0.146590471
48,36,48,0,0,0.145326948
24,44,24,0,0,0.14444766
45,29,17,45,0,0.156850863
45,25,26,5,45,0.144238472
15,15,0,0,0,0.13958931
15,16,32,15,0,0.152987623
20,31,47,36,20,0.15872407
15,15,0,0,0,0.156965303
17,6,20,10,17,0.178935909
37,5,25,37,0,0.182949305
15,15,0,0,0,0.168825197
15,1,15,0,0,0.193770885
3,30,3,0,0,0.124414253
30,34,30,0,0,0.126040316
4,18,35,4,0,0.124963903
41,13,17,41,0,0.116735172
17,34,19,17,0,0.123370743
26,26,0,0,0,0.122057772
1,23,20,45,1,0.12791543
40,39,40,0,0,0.124621344
26,43,26,0,0,0.125689507
3,47,3,0,0,0.117563152
3,24,3,0,0,0.11543026
11,9,1,48,11,0.120651007
25,5,2,32,25,0.118973684
44,18,44,0,0,0.121094131
30,38,11,29,30,0.113260603
3,3,0,0,0,0.172868347
32,44,32,0,0,0.160975695
23,37,38,27,23,0.178762388
27,27,0,0,0,0.175943041
47,41,44,47,0,0.190142059
49,49,0,0,0,0.172047281
5,48,5,0,0,0.141613579
3,9,34,3,0,0.118194723
1,20,1,0,0,0.13393321
16,16,0,0,0,0.114417315
1,29,1,1,0,0.129753304
7,7,0,0,0,0.117814636
26,26,0,0,0,0.124732971
6,15,6,0,0,0.127569437
11,3,48,11,0,0.119320679
35,3,45,17,35,0.116799831
5,5,0,0,0,0.115105534
4,16,43,31,4,0.12607522
28,14,32,30,28,0.122126913
14,14,0,0,0,0.116781139
22,46,36,11,22,0.116141129
39,39,0,0,0,0.122345448
27,23,27,0,0,0.176676941
18,3,18,0,0,0.171226454
39,39,0,0,0,0.143220663
9,1,9,0,0,0.161462021
22,39,38,38,22,0.184725809
43,7,26,43,0,0.181270218
22,22,0,0,0,0.164274979
30,34,48,30,0,0.122602987
37,37,0,0,0,0.113408661
47,2,47,0,0,0.118823957
8,34,8,0,0,0.121626616
25,18,10,12,25,0.125206757
1,11,1,0,0,0.120253992
39,49,17,42,39,0.110889864
38,38,15,38,38,0.127706099
1,1,0,0,0,0.119986868
36,36,0,0,0,0.116290808
34,21,44,49,34,0.120482826
21,34,19,21,0,0.120790386
37,18,33,26,37,0.236047411
14,14,0,0,0,0.140883541
12,37,16,12,0,0.200157547
34,27,34,0,0,0.197053528
8,19,8,0,0,0.172795868
17,5,42,17,0,0.197371006
12,12,16,12,0,0.178232956
7,20,11,19,7,0.183569384
36,1,36,0,0,0.151208067
10,28,10,0,0,0.139033175
18,44,45,36,18,0.134531975
48,23,8,48,0,0.124237728
43,10,35,43,0,0.138078928
42,6,48,20,42,0.129653549
44,44,44,0,0,0.128708363
45,9,11,45,0,0.12612586
29,24,13,34,29,0.118797255
48,46,48,0,0,0.121998882
28,25,28,0,0,0.117373466
35,42,35,0,0,0.116191006
9,13,48,9,0,0.122073555
33,20,6,33,0,0.117171764
33,47,33,0,0,0.158291197
34,31,22,29,34,0.171574783
26,26,0,0,0,0.142957735
30,22,42,30,0,0.152745581
26,1,26,0,0,0.160817337
40,42,40,0,0,0.17980566
15,15,0,0,0,0.156029415
15,27,27,15,0,0.149380732
36,27,36,9,36,0.119857407
12,15,12,0,0,0.123458195
46,25,35,13,46,0.124753809
19,11,26,26,19,0.116847754
23,12,11,28,23,0.124823141
46,37,1,46,46,0.125440836
22,3,48,4,22,0.12034502
46,23,9,46,0,0.116504526
27,12,38,27,0,0.12517767
8,11,4,8,0,0.118619442
35,47,25,35,0,0.124224186
1,49,33,45,1,0.125722122
21,27,21,14,21,0.121023035
23,36,11,27,23,0.126241302
17,41,49,17,0,0.171564198
27,10,37,27,0,0.184749842
45,22,45,0,0,0.175847435
1,39,38,1,0,0.192392731
21,21,0,0,0,0.136163759
44,43,9,44,0,0.176181173
37,35,42,19,37,0.170680857
23,39,35,23,0,0.126585674
46,4,46,0,0,0.124540329
37,37,0,0,0,0.122592497
41,41,0,0,0,0.120785952
49,35,14,25,49,0.126866913
38,30,38,0,0,0.123381042
34,35,10,1,34,0.123557901
11,11,0,0,0,0.121925449
4,45,34,4,0,0.129797792
13,10,17,48,13,0.128499603
29,2,29,0,0,0.125499535
6,17,42,11,6,0.120547438
23,42,14,23,0,0.119839621
27,37,27,0,0,0.123952532
25,18,43,30,25,0.130827141
12,12,0,0,0,0.142507076
34,34,13,45,34,0.130345631
34,34,0,0,0,0.169804525
45,4,49,19,45,0.170290232
29,9,22,29,0,0.188135719
11,41,11,11,0,0.220185328
32,11,29,32,0,0.145843983
36,3,8,18,36,0.146101141
49,24,39,49,0,0.152214766
15,24,11,39,15,0.146371508
42,42,0,0,0,0.14819231
42,45,22,42,42,0.159538698
43,17,20,5,43,0.150372791
32,40,2,33,32,0.142364883
12,12,0,0,0,0.128612852
37,13,37,0,0,0.140449333
3,11,10,3,0,0.132429886
48,31,47,48,0,0.132060146
38,11,8,38,0,0.126586056
7,7,0,0,0,0.170881414
49,49,0,0,0,0.206402874
17,39,1,17,0,0.211744308
23,33,23,0,0,0.1774158
13,48,38,33,13,0.207636642
28,45,29,28,0,0.152628183
21,45,21,21,0,0.12973938
28,28,0,0,0,0.122987366
45,47,15,45,0,0.121284533
24,29,28,24,0,0.125794077
11,47,3,28,11,0.126325417
18,21,48,18,0,0.126031685
32,2,22,12,32,0.119665241
32,32,0,0,0,0.121393871
23,23,0,0,0,0.12650342
37,37,0,0,0,0.124411726
49,49,0,0,0,0.131649637
34,38,15,34,0,0.131097031
42,29,42,0,0,0.1296772
