Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Latency
8,7,24,38,8,0.130861807
31,27,12,31,0,0.130720997
38,48,38,0,0,0.114217377
24,14,24,0,0,0.116535187
8,12,11,8,0,0.115728998
31,30,46,31,0,0.119244337
36,20,34,36,0,0.118202257
34,34,0,0,0,0.112385225
15,24,15,0,0,0.114504051
14,14,0,0,0,0.118851805
26,26,0,0,0,0.114955807
20,20,0,0,0,0.116000032
15,16,15,0,0,0.123872757
28,28,0,0,0,0.120242214
43,8,43,0,0,0.116537809
40,40,0,0,0,0.121979952
25,25,0,0,0,0.163850403
32,15,32,0,0,0.156976509
19,19,0,0,0,0.14029274
44,13,30,16,44,0.145772076
14,29,13,14,0,0.158867311
10,35,34,45,10,0.149675131
16,10,5,16,0,0.162855768
3,44,1,3,0,0.158666229
44,44,0,0,0,0.123801184
24,24,0,0,0,0.11327939
29,22,12,40,29,0.119615602
21,2,9,10,21,0.116462994
16,16,0,0,0,0.122024059
27,13,27,0,0,0.115820646
11,11,0,0,0,0.114970016
11,1,41,7,11,0.120611238
44,44,0,0,0,0.109769344
35,35,0,0,0,0.119133234
27,27,0,0,0,0.119235897
39,12,43,39,0,0.118618774
49,25,49,0,0,0.115154696
15,32,5,15,0,0.11404109
28,44,28,0,0,0.238330889
40,14,25,40,40,0.188398933
10,48,49,7,10,0.184222603
14,45,14,0,0,0.166650391
45,29,9,45,0,0.174374056
2,11,15,9,2,0.211725473
7,7,0,0,0,0.157512045
6,36,8,6,0,0.139341688
4,5,17,4,0,0.129701233
6,6,0,0,0,0.133030844
25,48,38,25,0,0.127603245
31,21,31,0,0,0.125440931
22,29,9,49,22,0.121189547
6,6,0,0,0,0.122161007
30,9,30,0,0,0.124612331
20,44,31,20,0,0.12230587
25,3,16,34,25,0.118352747
23,23,0,0,0,0.118129063
41,42,40,41,0,0.119213963
13,13,0,0,0,0.118435383
43,38,15,32,43,0.11840806
33,21,33,0,0,0.144452906
33,18,2,33,0,0.171067238
3,44,33,3,0,0.161324978
23,18,27,21,23,0.150138807
38,38,0,0,0,0.168399048
39,35,4,39,0,0.148245811
44,9,44,0,0,0.170039415
49,31,17,22,49,0.158008146
40,35,1,40,0,0.114023018
27,30,9,44,27,0.120440865
12,12,0,0,0,0.116017485
38,38,0,0,0,0.117171574
14,2,40,48,14,0.118977594
19,17,22,45,19,0.114794254
39,7,2,30,39,0.115291691
42,43,12,47,42,0.121186161
37,18,7,24,37,0.116368771
4,32,4,0,0,0.114373827
40,2,49,40,0,0.110534811
18,13,18,0,0,0.114298582
36,36,0,0,0,0.115400362
49,13,49,0,0,0.109621334
11,37,11,0,0,0.113203573
29,29,0,0,0,0.125636864
26,47,29,34,26,0.157818556
15,12,1,15,0,0.182952023
3,3,0,0,0,0.162992668
49,29,49,0,0,0.182596016
34,34,0,0,0,0.155542469
2,11,12,45,2,0.153357077
23,20,23,0,0,0.140438986
25,2,25,0,0,0.118416166
27,28,6,27,0,0.115456915
37,6,34,37,0,0.114834881
27,44,39,7,27,0.121511745
33,34,4,33,0,0.120491219
5,49,32,3,5,0.118538857
17,27,49,17,0,0.117990685
5,5,0,0,0,0.107229614
35,36,19,35,0,0.118166113
48,5,28,2,48,0.118585396
25,43,25,0,0,0.115134668
41,6,41,0,0,0.113856936
9,9,0,0,0,0.117663574
45,45,0,0,0,0.116194725
24,31,3,31,24,0.113819122
18,27,18,0,0,0.145022821
39,47,28,39,0,0.126841784
7,18,11,5,7,0.172520161
17,29,27,33,17,0.17189374
43,46,39,18,43,0.195100546
1,26,9,1,0,0.187084341
21,3,31,21,0,0.157511806
8,17,8,0,0,0.132543087
2,14,9,2,0,0.129479218
21,18,21,0,0,0.135355997
19,15,47,6,19,0.144675303
35,4,35,0,0,0.137300634
38,21,17,33,38,0.140374756
29,34,24,29,0,0.129919052
12,12,0,0,0,0.132203817
18,18,0,0,0,0.128442478
32,31,32,0,0,0.123246431
46,16,46,0,0,0.116709328
33,36,33,0,0,0.126021385
20,1,2,6,20,0.125297689
20,40,29,20,0,0.135382891
49,26,40,22,49,0.133787823
42,2,42,0,0,0.150111008
26,16,33,26,0,0.176447105
17,47,17,0,0,0.159205294
26,26,0,0,0,0.142057419
16,40,16,0,0,0.181922865
1,1,0,0,0,0.198026752
41,17,17,5,41,0.137648487
13,11,8,13,0,0.119389343
42,19,42,0,0,0.117076683
43,5,43,43,0,0.121039677
42,18,19,42,0,0.11697793
20,13,27,20,0,0.11660614
12,15,12,0,0,0.132695103
46,17,46,0,0,0.12629056
13,43,41,13,0,0.119353867
38,29,38,0,0,0.124364901
49,19,27,49,0,0.124189091
30,34,30,0,0,0.120947409
2,2,0,0,0,0.117498064
5,34,31,19,5,0.121759367
30,34,30,5,30,0.120667934
1,11,42,47,1,0.17493906
37,42,10,37,37,0.162792158
17,24,17,0,0,0.173454571
16,49,16,0,0,0.17104435
49,49,0,0,0,0.164340067
8,8,0,0,0,0.147028446
49,6,28,34,49,0.164791441
39,9,39,0,0,0.145747566
41,49,12,41,0,0.116517973
5,7,5,0,0,0.117804193
40,40,0,0,0,0.11662221
3,8,3,0,0,0.121606636
30,8,26,30,0,0.122851658
42,23,42,0,0,0.113540649
37,13,35,37,0,0.114956188
1,1,0,0,0,0.125890112
7,27,23,7,0,0.116491032
2,3,2,0,0,0.120073223
22,30,42,15,22,0.120227528
9,34,15,5,9,0.120244312
39,39,39,0,0,0.115954685
29,32,41,29,0,0.117678547
33,33,12,33,0,0.114549112
16,16,0,0,0,0.133746099
19,17,19,0,0,0.13454423
28,9,28,0,0,0.164130306
21,18,47,26,21,0.17216258
35,44,30,47,35,0.158582067
11,17,34,10,11,0.177937698
18,18,0,0,0,0.166946411
5,39,47,5,0,0.14390955
37,31,37,0,0,0.12257185
13,3,40,39,13,0.121804953
7,8,23,6,7,0.210723209
36,47,37,26,36,0.132781792
42,25,42,0,0,0.132586384
27,27,0,0,0,0.137788391
29,46,21,29,0,0.132809973
49,49,0,0,0,0.132297945
12,12,31,12,0,0.139058685
27,2,14,27,0,0.137846565
37,27,37,0,0,0.135882521
39,25,16,43,39,0.14013052
5,7,5,0,0,0.129148388
20,27,30,22,20,0.170057869
10,38,20,10,0,0.168829107
18,9,18,0,0,0.151662159
5,19,5,0,0,0.150910568
41,48,41,0,0,0.170981836
34,34,0,0,0,0.152091169
14,14,0,0,0,0.193211794
26,26,0,0,0,0.137368488
38,19,38,0,0,0.122413063
29,43,29,0,0,0.121165133
12,12,0,0,0,0.119692564
26,42,26,0,0,0.121348906
44,9,44,0,0,0.119439507
42,26,46,42,0,0.117828703
45,35,46,45,0,0.117700863
35,43,15,6,35,0.118799114
39,8,39,0,0,0.125331926
8,25,8,0,0,0.118738556
33,33,0,0,0,0.115782499
30,11,30,0,0,0.123771811
36,6,31,37,36,0.117193079
39,49,15,39,0,0.118488836
33,22,37,33,0,0.128717136
33,33,0,0,0,0.166557503
45,44,45,0,0,0.184535503
45,45,14,26,45,0.163399696
22,29,22,0,0,0.144682503
11,14,11,0,0,0.150255632
8,46,8,0,0,0.164012718
28,28,28,0,0,0.16758194
14,4,5,14,0,0.125394964
31,30,40,43,31,0.122416449
11,16,8,42,11,0.116577053
32,47,42,32,0,0.119147778
11,35,9,23,11,0.121502495
49,49,0,0,0,0.117100573
8,49,8,0,0,0.121484423
14,17,30,14,0,0.121761465
27,11,45,27,0,0.119880152
47,33,22,47,0,0.118547249
47,47,0,0,0,0.121347904
23,23,0,0,0,0.120609713
26,27,24,17,26,0.120485783
18,28,41,5,18,0.119469643
6,6,0,0,0,0.114727402
13,45,30,15,13,0.169779015
35,3,35,0,0,0.159010887
29,38,44,29,0,0.163211203
27,27,0,0,0,0.148291969
9,37,21,9,0,0.153585482
30,1,31,7,30,0.165661383
10,10,0,0,0,0.157111835
17,8,27,17,0,0.140938711
42,39,18,44,42,0.121589804
32,32,0,0,0,0.114201832
20,11,12,25,20,0.119852543
33,30,8,27,33,0.118360233
3,39,3,0,0,0.121805525
16,5,34,12,16,0.118486977
45,14,37,9,45,0.117058182
9,3,9,0,0,0.116140366
48,4,27,43,48,0.117468548
2,26,23,2,2,0.116884565
47,4,35,38,47,0.225291634
13,18,40,7,13,0.140931511
2,19,34,45,2,0.140316057
26,42,7,26,0,0.141001654
13,13,0,0,0,0.199182367
7,47,7,0,0,0.17386179
17,17,0,0,0,0.179818249
23,24,32,16,23,0.169626951
48,46,48,0,0,0.18527832
10,10,0,0,0,0.183739567
18,18,0,0,0,0.128134012
12,1,34,40,12,0.125419092
45,24,45,0,0,0.120139265
41,33,15,27,41,0.120358181
6,6,0,0,0,0.123710775
8,23,18,38,8,0.124683714
48,48,0,0,0,0.121684217
35,5,35,0,0,0.122962618
40,2,40,0,0,0.11990881
34,25,34,0,0,0.12543025
33,33,0,0,0,0.156357241
29,45,29,0,0,0.233398151
30,49,10,8,30,0.303891563
11,11,0,0,0,0.185103512
2,2,0,0,0,0.16850462
30,30,0,0,0,0.167827463
46,28,42,46,0,0.168589115
32,24,32,0,0,0.195487881
24,24,0,0,0,0.171116686
16,11,16,0,0,0.161757135
15,15,0,0,0,0.133030796
42,27,42,0,0,0.120166159
30,36,29,30,0,0.1172925
4,24,4,4,0,0.115134907
9,38,27,9,0,0.119506407
14,6,14,0,0,0.120483065
40,40,0,0,0,0.113820982
35,46,21,32,35,0.125038147
9,19,14,45,9,0.126082134
27,3,27,0,0,0.121011162
20,44,41,28,20,0.12272048
14,7,11,4,14,0.122514296
49,37,49,0,0,0.116271973
44,30,44,0,0,0.120580292
16,16,0,0,0,0.118299294
31,37,31,0,0,0.153990173
30,17,14,22,30,0.169162321
36,14,22,18,36,0.166539574
42,15,18,35,42,0.182522583
24,44,40,24,0,0.168947792
31,27,17,31,0,0.166295767
2,18,2,0,0,0.167685843
34,34,0,0,0,0.119336176
15,15,0,0,0,0.120006227
47,32,4,47,0,0.117451096
40,29,32,40,0,0.122427702
4,4,0,0,0,0.116115808
27,23,44,27,0,0.119523287
49,40,45,49,0,0.120979357
17,17,0,0,0,0.121053886
27,27,0,0,0,0.123831797
49,16,49,0,0,0.12000103
37,40,24,37,0,0.11569519
35,24,5,43,35,0.123386621
4,26,6,4,0,0.115039825
15,39,15,0,0,0.113883114
4,45,32,4,0,0.115924215
27,11,28,27,0,0.136227226
3,3,0,0,0,0.161940145
35,36,34,31,35,0.155164528
21,1,45,21,0,0.136878729
5,5,0,0,0,0.15532074
46,47,46,0,0,0.168015289
15,13,15,0,0,0.316493368
5,3,33,5,0,0.157786989
30,30,0,0,0,0.136969948
42,42,0,0,0,0.144512081
20,20,0,0,0,0.143127012
11,24,35,11,0,0.136187935
1,12,17,20,1,0.160141134
7,16,34,7,0,0.139789343
32,46,32,0,0,0.147445679
24,18,24,0,0,0.140335703
47,31,47,0,0,0.136977768
34,22,32,32,34,0.132758617
16,8,10,16,0,0.125544596
6,25,28,27,6,0.129917479
7,25,7,0,0,0.130749035
13,13,0,0,0,0.15494051
13,12,13,0,0,0.183458519
30,22,30,0,0,0.167739058
24,17,15,24,0,0.15734067
20,8,34,42,20,0.189777279
27,35,27,0,0,0.142971945
23,4,23,0,0,0.17429533
49,8,49,0,0,0.123919535
8,8,0,0,0,0.123104191
32,6,48,32,0,0.12349968
42,42,0,0,0,0.119308853
13,13,0,0,0,0.116736937
3,3,0,0,0,0.116144943
28,42,28,0,0,0.118917894
42,16,44,42,0,0.121260405
41,36,5,6,41,0.123580503
45,33,29,45,0,0.120340061
20,19,30,20,0,0.119496441
15,2,15,0,0,0.119186449
49,26,3,49,49,0.111880398
47,24,37,11,47,0.127460146
15,26,42,15,0,0.126178026
12,6,12,0,0,0.153320265
48,7,48,0,0,0.178415871
49,49,0,0,0,0.176302719
2,27,2,0,0,0.179963923
9,4,16,12,9,0.171486282
24,8,33,36,24,0.171076584
3,2,7,13,3,0.159145117
17,21,24,17,0,0.127291727
47,47,12,47,0,0.123004055
40,38,27,29,40,0.123970079
45,6,12,45,0,0.114600706
48,45,7,4,48,0.118200064
31,49,49,31,0,0.123857212
7,27,41,36,7,0.120787382
5,5,0,0,0,0.124113274
4,49,4,0,0,0.120013475
4,17,21,4,0,0.129763222
11,33,8,11,0,0.121473646
31,31,0,0,0,0.124062014
12,27,13,12,12,0.123678923
38,10,38,0,0,0.121372509
34,34,0,0,0,0.125491238
17,35,38,17,0,0.17523675
28,22,12,28,28,0.177649117
21,2,8,21,0,0.181916332
4,13,44,4,0,0.169587994
23,9,23,0,0,0.176872063
13,43,13,0,0,0.16440444
43,43,38,43,0,0.127596664
32,7,10,32,0,0.124280548
32,33,5,32,0,0.121529818
10,10,0,0,0,0.117083406
19,8,13,19,0,0.127626419
33,31,12,26,33,0.123069429
39,17,39,0,0,0.118062067
14,14,0,0,0,0.118192148
16,25,5,16,0,0.117137241
13,21,13,0,0,0.240883207
27,29,15,38,27,0.15766592
27,13,40,27,0,0.149576378
33,33,0,0,0,0.14201622
41,41,0,0,0,0.159310055
43,46,21,44,43,0.183682966
3,3,0,0,0,0.181716299
39,43,39,0,0,0.191090393
39,36,47,1,39,0.190714931
5,45,14,5,0,0.186785412
27,15,5,22,27,0.185945368
4,1,14,34,4,0.129405689
26,1,5,10,26,0.128134584
23,32,23,0,0,0.12541151
8,8,0,0,0,0.124366999
32,24,42,28,32,0.127989435
16,35,16,0,0,0.122231388
18,42,49,2,18,0.129216719
44,16,44,0,0,0.130543327
30,14,30,0,0,0.121542597
34,34,34,0,0,0.118204308
20,16,9,30,20,0.12689743
14,21,14,0,0,0.128050423
19,22,19,0,0,0.115124321
4,4,0,0,0,0.121529293
34,29,42,34,0,0.14783349
12,33,40,12,0,0.166428089
4,30,4,0,0,0.161248541
37,6,16,37,0,0.171404219
37,37,0,0,0,0.175991058
18,42,7,18,0,0.151204634
18,3,19,29,18,0.157134104
12,12,21,22,12,0.163032484
10,22,10,0,0,0.119676447
15,15,0,0,0,0.121489716
24,36,7,24,0,0.122115993
25,1,14,5,25,0.116902161
34,11,34,0,0,0.1204041
44,43,29,44,0,0.12408576
31,30,40,31,0,0.129344511
6,40,6,0,0,0.122492027
33,27,33,0,0,0.127616692
30,19,31,47,30,0.123189354
23,28,42,30,23,0.123926926
27,27,0,0,0,0.115453434
13,46,8,13,0,0.120105124
15,40,11,6,15,0.122261429
6,8,6,0,0,0.121517229
46,28,46,0,0,0.15847249
17,33,5,43,17,0.177011061
34,4,7,34,0,0.16267767
29,3,33,29,0,0.173720455
41,41,0,0,0,0.167805147
4,8,42,4,0,0.171690559
15,15,0,0,0,0.175772762
33,35,33,0,0,0.123077393
3,25,47,47,3,0.121556997
5,5,0,0,0,0.115893221
31,47,1,1,31,0.124545002
38,29,26,2,38,0.123161125
37,10,37,0,0,0.123464108
33,27,30,33,0,0.122550583
44,37,46,44,0,0.118806267
38,28,38,0,0,0.122054625
9,10,9,0,0,0.124601698
20,46,20,0,0,0.112308598
4,4,0,0,0,0.118105698
10,10,0,0,0,0.117828369
19,14,26,35,19,0.120026922
43,43,31,43,0,0.118922234
32,24,36,27,32,0.168554211
5,5,0,0,0,0.165618467
37,39,36,35,37,0.166201878
17,35,14,3,17,0.17291398
49,7,49,0,0,0.303057528
8,47,9,8,0,0.177840996
10,10,0,0,0,0.140788889
38,38,0,0,0,0.145834446
47,47,0,0,0,0.147095919
13,13,0,0,0,0.148512602
34,41,35,34,0,0.153063869
8,8,0,0,0,0.145069313
6,44,6,0,0,0.140243912
3,39,3,0,0,0.135207462
36,5,36,0,0,0.124100828
33,5,33,0,0,0.128979683
24,30,45,24,0,0.129075432
30,28,26,39,30,0.124875879
4,3,16,4,0,0.127854204
6,3,34,18,6,0.163738346
8,17,39,26,8,0.168842363
17,2,17,0,0,0.192930603
9,17,11,9,0,0.207661724
19,42,8,23,19,0.160348034
39,35,24,32,39,0.162942839
24,1,24,0,0,0.149989271
14,22,10,20,14,0.124003172
12,12,0,0,0,0.12115469
6,25,11,46,6,0.12140851
35,2,35,0,0,0.121536112
8,14,8,8,0,0.11745472
10,29,10,0,0,0.12202692
4,33,1,36,4,0.123409414
48,15,5,20,48,0.123901081
48,49,48,0,0,0.11993494
4,23,22,4,0,0.11293292
25,1,25,0,0,0.117149162
11,22,38,27,11,0.124753475
8,12,42,8,0,0.120829391
46,26,30,3,46,0.1239995
13,42,44,8,13,0.13052721
47,34,29,47,0,0.142497349
18,18,0,0,0,0.179312897
39,1,18,40,39,0.188792849
14,14,0,0,0,0.160782909
8,12,39,20,8,0.160619116
11,4,5,11,0,0.137294436
29,29,0,0,0,0.174030161
49,4,42,37,49,0.128139544
12,22,26,47,12,0.126138926
47,47,0,0,0,0.114904928
21,9,21,0,0,0.119552565
37,20,44,48,37,0.126980352
49,49,0,0,0,0.113855505
17,17,0,0,0,0.116907501
48,19,48,0,0,0.115948105
15,11,27,41,15,0.12150135
22,10,38,22,0,0.119678545
38,21,21,38,0,0.121417999
12,34,42,1,12,0.116816807
2,39,2,0,0,0.123808193
31,31,0,0,0,0.112964678
32,32,0,0,0,0.12252655
22,4,22,0,0,0.135186148
11,11,11,0,0,0.176213455
2,18,2,0,0,0.154196835
27,45,7,24,27,0.1786273
45,45,0,0,0,0.185485315
16,22,16,0,0,0.157861137
12,47,17,12,0,0.184438515
43,5,33,1,43,0.136455441
14,24,34,29,14,0.124182129
6,10,12,6,0,0.121589041
28,29,32,28,0,0.120857477
47,38,28,47,0,0.120583487
18,18,0,0,0,0.116683674
32,32,0,0,0,0.233575344
43,14,21,4,43,0.152394342
40,7,40,0,0,0.145674658
37,33,21,36,37,0.154373312
1,32,33,1,0,0.157528639
39,39,0,0,0,0.148421192
1,20,1,0,0,0.157581949
36,46,41,36,0,0.196421766
38,17,42,38,0,0.178009844
9,9,0,0,0,0.2012187
2,47,12,2,0,0.203189135
10,15,10,0,0,0.180173206
40,7,29,40,0,0.172998047
32,10,32,0,0,0.133265591
36,5,32,22,36,0.129810476
40,37,10,49,40,0.126379538
16,23,16,0,0,0.127628899
31,3,13,31,0,0.131118011
10,15,18,27,10,0.126258945
48,39,44,48,48,0.120818472
28,39,22,28,0,0.129658842
47,22,34,47,0,0.124471712
44,26,5,11,44,0.125813198
48,11,41,48,0,0.119477892
31,33,14,28,31,0.12103138
10,44,42,26,10,0.118204498
25,28,10,26,25,0.123156643
29,34,32,3,29,0.142881393
31,31,0,0,0,0.160931635
25,9,23,25,0,0.174056053
49,4,17,33,49,0.164229822
9,24,25,9,0,0.161064243
10,10,49,15,10,0.159004641
41,4,35,41,0,0.161260796
19,42,19,19,0,0.159960938
7,3,7,0,0,0.120555449
42,37,42,0,0,0.119345903
17,14,31,36,17,0.122425795
37,22,37,0,0,0.121423149
12,11,12,0,0,0.123292828
26,12,30,26,0,0.113936043
4,4,0,0,0,0.116177416
1,4,15,1,0,0.126815891
33,33,0,0,0,0.115851974
20,20,0,0,0,0.121369553
40,17,40,0,0,0.118994474
40,41,31,2,40,0.116732025
41,32,11,7,41,0.11816926
15,29,15,0,0,0.115951967
1,36,5,33,1,0.125629997
15,47,15,0,0,0.160785532
20,4,20,0,0,0.15361805
1,1,0,0,0,0.165878534
45,43,21,45,0,0.153085947
18,18,0,0,0,0.160975075
16,49,39,16,0,0.170946693
14,27,14,0,0,0.187334728
13,33,13,0,0,0.129470062
10,10,0,0,0,0.117438793
20,19,12,20,0,0.118775034
19,13,37,20,19,0.124062824
46,49,46,0,0,0.116697741
5,17,5,37,5,0.120125246
19,29,12,19,0,0.11824851
22,37,20,3,22,0.125612402
9,3,31,46,9,0.118488598
10,7,10,0,0,0.12009964
3,3,0,0,0,0.117010832
39,39,0,0,0,0.12464385
22,20,47,37,22,0.226588488
21,40,9,21,0,0.146110201
2,2,0,0,0,0.173597383
16,36,35,37,16,0.177360582
25,25,0,0,0,0.190199041
26,26,0,0,0,0.187405777
40,40,0,0,0,0.191596985
29,23,29,0,0,0.198671913
26,29,24,26,0,0.154294205
46,6,46,0,0,0.140186405
25,25,0,0,0,0.128879929
8,8,0,0,0,0.126791239
44,43,45,49,44,0.124590826
17,43,35,10,17,0.12605772
1,24,1,0,0,0.132256746
12,38,16,12,0,0.125140762
27,27,0,0,0,0.118250322
35,49,12,35,0,0.122507477
32,9,2,22,32,0.123390865
16,4,10,16,0,0.125333405
41,41,0,0,0,0.120843935
34,3,13,2,34,0.120295572
31,27,31,0,0,0.131824589
42,16,42,5,42,0.17208147
37,10,34,37,0,0.185546112
5,5,0,0,0,0.142319441
4,32,8,34,4,0.174749327
41,2,41,0,0,0.167652225
42,42,0,0,0,0.15151763
4,26,19,4,0,0.15642128
14,7,30,33,14,0.124917889
19,19,0,0,0,0.113281107
13,2,10,28,13,0.122496891
40,4,47,40,0,0.117220116
13,5,14,13,0,0.11623807
18,18,0,0,0,0.11746316
46,46,0,0,0,0.119250154
21,32,21,0,0,0.123409367
32,32,0,0,0,0.115134954
47,38,47,0,0,0.117462969
48,48,3,38,48,0.11887145
11,36,30,13,11,0.116692591
43,25,28,49,43,0.117589092
16,16,0,0,0,0.11663518
11,11,0,0,0,0.115563631
33,42,33,0,0,0.173793936
19,19,0,0,0,0.163133144
14,35,14,0,0,0.181082869
41,21,41,0,0,0.146098089
7,7,0,0,0,0.158372498
10,1,40,38,10,0.160434484
5,38,5,0,0,0.168200111
24,9,31,6,24,0.125671053
35,39,35,0,0,0.113612175
6,47,44,6,0,0.118530893
22,21,13,22,0,0.118413782
21,22,6,21,0,0.116230631
17,35,6,16,17,0.118092394
22,1,22,0,0,0.115474415
46,5,39,46,0,0.122123575
39,4,39,0,0,0.117801476
42,1,36,42,0,0.115646124
2,39,26,2,0,0.116724491
45,35,5,45,0,0.125999069
16,43,6,47,16,0.119303942
33,7,17,2,33,0.116881227
17,16,44,17,0,0.11424675
38,26,38,0,0,0.135731697
46,27,16,35,46,0.16188283
34,49,34,0,0,0.164429235
1,39,1,0,0,0.155810785
34,34,0,0,0,0.163122416
34,34,0,0,0,0.15303731
26,26,0,0,0,0.145486259
8,27,8,0,0,0.168335867
24,40,24,0,0,0.251669121
32,28,32,0,0,0.146520233
20,21,20,0,0,0.13817935
26,21,26,0,0,0.137663555
2,40,8,40,2,0.14724822
10,45,13,48,10,0.155911398
5,40,39,5,0,0.150890732
13,42,31,44,13,0.131836796
43,31,4,20,43,0.136937189
33,41,7,33,0,0.13467083
12,12,0,0,0,0.121788836
7,30,18,7,0,0.12841363
42,30,3,32,42,0.153431082
20,20,0,0,0,0.153469419
4,1,8,1,4,0.185610485
3,41,39,19,3,0.174041796
46,21,32,46,0,0.158396816
14,14,0,0,0,0.151151609
44,43,23,44,0,0.170948362
16,16,0,0,0,0.145207214
6,39,18,22,6,0.112345457
39,13,39,0,0,0.117995644
25,38,25,0,0,0.120558167
3,20,10,3,0,0.120173931
49,47,1,15,49,0.117818308
47,45,47,0,0,0.111848545
24,19,42,31,24,0.120581341
7,11,7,0,0,0.119908381
1,1,0,0,0,0.119004679
32,47,4,49,32,0.116362762
7,13,22,7,0,0.119473743
30,8,46,31,30,0.118576622
7,17,27,7,0,0.119970179
49,28,12,48,49,0.120197582
48,48,0,0,0,0.121824837
16,1,16,0,0,0.161425781
40,6,13,35,40,0.18085494
11,7,29,11,0,0.123233175
42,26,15,42,0,0.178711319
17,17,0,0,0,0.151662683
35,31,10,42,35,0.167612267
27,12,28,40,27,0.172642756
23,37,14,34,23,0.142708731
14,27,28,4,14,0.120732832
39,39,0,0,0,0.118253803
12,42,15,12,0,0.122571278
40,49,34,6,40,0.116922092
8,47,7,8,0,0.120466852
32,18,26,32,0,0.118812227
45,11,26,19,45,0.118251562
42,42,0,0,0,0.121550751
1,24,27,16,1,0.120867968
35,35,0,0,0,0.116768408
18,10,18,0,0,0.116064692
1,1,0,0,0,0.123905659
27,2,27,0,0,0.115463018
20,30,47,20,0,0.117431879
3,45,18,3,0,0.120735741
20,34,21,20,0,0.147866392
12,12,0,0,0,0.166962481
3,8,39,3,0,0.161089611
23,13,23,23,0,0.158635235
8,9,36,45,8,0.160539389
8,19,20,44,8,0.155447006
15,19,10,15,0,0.155900621
40,40,0,0,0,0.129306221
11,36,15,22,11,0.135583401
40,33,40,0,0,0.120006466
28,36,21,28,0,0.11762929
6,13,6,0,0,0.119877005
25,32,16,25,0,0.121107721
29,40,29,0,0,0.116141033
24,3,8,24,0,0.23215189
9,4,9,0,0,0.14075985
15,37,27,22,15,0.147097301
22,22,0,0,0,0.138003588
49,18,17,49,0,0.144510221
35,13,24,40,35,0.140646887
43,42,43,6,43,0.163165426
42,7,42,48,42,0.19115243
49,49,0,0,0,0.175779581
33,11,25,11,33,0.188626623
39,42,2,33,39,0.201413059
19,29,22,4,19,0.190765953
12,17,49,12,0,0.130558681
39,27,38,39,0,0.127576828
11,19,15,11,0,0.127352905
14,14,26,5,14,0.125929308
34,34,0,0,0,0.118715334
5,25,5,0,0,0.127870655
1,1,0,0,0,0.127222157
36,8,4,21,36,0.124923563
32,34,32,0,0,0.118716812
41,41,0,0,0,0.11307354
35,12,18,47,35,0.119835234
27,27,0,0,0,0.116002703
42,40,1,27,42,0.110011911
19,17,19,0,0,0.115941811
8,37,15,23,8,0.116202402
30,10,30,0,0,0.145566511
47,47,0,0,0,0.149313736
24,24,0,0,0,0.16487565
29,16,24,29,0,0.143332243
29,14,18,26,29,0.180126524
11,23,34,33,11,0.157927513
6,37,43,6,0,0.173915434
25,13,14,25,0,0.156672716
42,42,0,0,0,0.121267509
22,22,0,0,0,0.117105484
32,7,32,0,0,0.112698984
14,12,43,14,0,0.117199659
17,17,0,0,0,0.116433239
32,24,32,0,0,0.120542812
1,12,5,48,1,0.117762518
30,20,30,0,0,0.124142313
8,39,8,0,0,0.119220877
23,33,10,44,23,0.121584511
21,41,21,0,0,0.117076254
37,26,31,37,0,0.114862871
36,24,36,0,0,0.117039585
23,9,25,23,0,0.118106508
39,7,24,39,0,0.117553091
20,33,24,34,20,0.146762514
2,5,49,17,2,0.164236259
23,23,0,0,0,0.184385633
38,35,38,0,0,0.179354477
37,42,37,0,0,0.178165674
20,19,33,15,20,0.164655399
22,42,22,0,0,0.152669477
48,48,0,0,0,0.113386202
4,49,26,17,4,0.117667723
16,35,18,3,16,0.125469208
42,20,42,0,0,0.119207001
11,2,11,0,0,0.116396379
3,29,17,3,0,0.113679314
11,28,20,11,0,0.116524792
41,35,29,36,41,0.11667695
29,19,31,29,0,0.11375432
28,28,0,0,0,0.110154581
2,6,2,0,0,0.119477654
32,49,11,32,0,0.116242695
30,2,43,30,0,0.220119619
47,47,0,0,0,0.139916515
7,35,7,0,0,0.166122627
33,18,14,33,0,0.196031523
33,9,42,34,33,0.184680796
18,18,33,27,18,0.215519238
26,1,1,7,26,0.19595294
21,5,38,21,0,0.200723457
2,23,25,40,2,0.155948544
49,26,33,41,49,0.141600943
18,18,0,0,0,0.1322155
27,16,33,27,0,0.128536701
9,41,5,25,9,0.130045652
28,6,28,0,0,0.132911158
28,28,0,0,0,0.119158792
38,29,33,38,0,0.121670103
8,8,0,0,0,0.127765036
35,35,0,0,0,0.123407173
1,21,46,42,1,0.131955147
9,9,0,0,0,0.118974972
29,40,39,29,0,0.124823952
41,4,41,0,0,0.135078049
40,1,16,40,0,0.170884562
5,43,5,0,0,0.173424101
22,14,3,22,0,0.180349159
27,13,48,28,27,0.168370247
7,32,34,22,7,0.174583149
28,15,49,28,0,0.164922237
10,36,16,1,10,0.120638943
31,11,45,42,31,0.120356512
41,33,41,0,0,0.117233181
19,39,6,36,19,0.119426489
41,10,41,0,0,0.117682076
42,42,0,0,0,0.117081881
47,12,8,13,47,0.118570423
3,33,34,3,0,0.118596745
13,40,13,0,0,0.117714834
5,8,5,0,0,0.119594383
30,15,27,30,0,0.121329498
